timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619513520321,336,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513520402,300,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513520415,320,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513520421,349,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,7,0,0
1619513520441,334,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513520657,331,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513520702,325,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513520735,345,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513520770,316,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513520776,345,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,12,0,0
1619513521028,291,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513520988,345,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513521087,313,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513521121,303,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,5,0,0
1619513521080,359,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513521320,331,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513521333,321,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,5,0,0
1619513521400,312,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513521439,288,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513521425,351,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513521651,330,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513521654,328,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,5,0,0
1619513521713,325,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
